,0,1,2,3
20103,Domaine du Moulin 2011 Florentin Braucol (Gaillac),91,"Gaillac has its own range of indigenous grapes, including the dark-colored Braucol. ...",$45
20104,Domaine du Moulin 2010 Le Faucon Red (Côtes du Tarn),90,"A blend of Braucol and Tannat, this a dark-colored blockbuster, with firm ...",$30
20105,Domaine Rotier 2010 Les Gravels Red (Gaillac),89,"Bright and fruity, this blend of Duras, Braucol and Syrah comes with ...",$18
20106,Domaine du Moulin 2010 Vieilles Vignes Red (Gaillac),89,"A blend of Braucol and Merlot, this exotic wine features ripe juiciness ...",$18
20107,Lionel Osmin & Cie 2011 Red (Gaillac),88,"A blend of Duras and Braucol, this is initially all structure—firm and ...",$19
20108,Georges Vigouroux 2008 Château Baron Red (Gaillac),87,"A blend of Syrah and Braucol from the slopes above Gaillac, this ...",$16
20109,Domaine Rotier 2008 L'Ame Red (Gaillac),93,"A blend of Duras and Braucol, grapes local to Gaillac, this wine ...",N/A
20110,Lionel Osmin & Cie 2009 Duras et Braucol Red (Gaillac),87,There is a farmyard character here but it certainly doesn't detract from ...,$12
20111,Domaine Rotier 2007 Renaissance Red (Gaillac),91,"Aged in a small proportion of new wood, this is a concentrated, ...",$23
20112,Château de Saurs 2008 Réserve Eliézer Red (Gaillac),90,"A blend of Merlot, Syrah and the local Braucol, this is an ...",N/A
20113,Finca Allende 2015 White (Rioja),89,"A yellow color and aromas of spiced pumpkin, baked apple and resiny ...",$20
20114,Alonso López 2018 Malvasia-Viura (Rioja),87,"Mild white-fruit aromas are clean, common and positive. A plump melony palate ...",N/A
20115,Casa La Rad 2015 White (Rioja),91,"From the start, this oak-aged white blend is smooth and nicely knitted ...",$37
20116,Valserrano 2013 Gran Reserva White (Rioja),90,Hard-pounding woody aromas are dominant and border on chemical. This blend of ...,$58
20117,Ramirez de la Piscina 2017 White (Rioja),86,"Oily aromas of citrus peel and apple are basic, as is a ...",$8
20118,Bodegas Bilbainas 2016 Viña Pomal White (Rioja),86,Dusty yeasty aromas are more out front than any particular fruit scent. ...,$16
20119,Sierra Cantabria 2016 Organza White (Rioja),89,Barrel-heavy aromas of raw oak and vanilla dominate the nose on this ...,$24
20120,Finca Allende 2014 White (Rioja),86,"With a tan color and murky aromas of rubber and stale fruits, ...",$30
20121,Fernández Gómez 2016 Selección Familia White (Rioja),89,"One sniff announces that this Viura-Malvasia-Garnacha Blanca blend is fully oaked, while ...",$30
20122,Sierra Cantabria 2015 Organza White (Rioja),88,Oak and spice notes are out front on the nose but not ...,$28
20123,Muga 2016 White (Rioja),88,Spiced apple and light oak aromas are clean and attractive. This wine ...,$17
20124,Olivier Rivière 2016 La Bastid White (Rioja),87,"Dusty, minerally white-fruit aromas are generic but appealing. This blend of Viura, ...",$30
20125,Baron De Ley 2015 White (Rioja),87,Fleshy apple and peach aromas lead to a medium-bodied palate. Standard flavors ...,$10
20126,Remírez de Ganuza 2015 Fermentado en Barrica White (Rioja),93,Lightly dusty apple and wood spice aromas are highly inviting. A layered ...,$30
20127,Valserrano 2009 Gran Reserva White (Rioja),91,"After 23 months in barrel, this Viura-Malvasia blend shows a yellow color ...",$43
20128,Sierra Cantabria 2014 Organza White (Rioja),90,Mango and melon blend with crushed vitamin on the nose of this ...,$28
20129,Fernández Gómez 2015 Selección Familia White (Rioja),90,Peach and apricot aromas give way to vanilla and resiny oak notes. ...,$17
20130,Valserrano 2015 Fermentado en Barrica White (Rioja),89,"Toasty melon and peach aromas are oaky but elegant, sort of like ...",$17
20131,Marqués de Cáceres 2015 Satinela Semi Dulce White (Rioja),85,"This semisweet Viura-Malvasia blend is neutral on the nose, then sweet as ...",$11
20132,Ostatu 2014 Blanco White (Rioja),85,"This blend of Viura and Malvasia is mild, low on aromatic punch ...",$16
20133,Fernández Gómez 2013 Selección Familia White (Rioja),87,"Barrel-based aromas are up front, with acacia and buttered-toast notes lurking in ...",$17
20134,Sierra Cantabria 2013 Organza White (Rioja),86,"Woody, lightly oxidized aromas of Cream of Wheat and pool water give ...",$25
20135,Marqués de Cáceres 2013 Antea Limited Edition Malvasia-Viura (Rioja),84,A blend of modest floral and mustard aromas makes for a quiet ...,$12
20136,Marqués de Cáceres 2014 Satinela Semi Dulce Malvasia-Viura (Rioja),82,"Pickled and briny smelling up front, this semisweet wine doesn't open well. ...",$10
20137,Finca Allende 2011 Malvasia-Viura (Rioja),89,"Dusty, nutty aromas of baked apple are mature and pretty. This blend ...",$31
20138,Luis Alegre 2012 Finca La Reñana Seleccíon Elaborado en Roble Blanco White (Rioja),89,"Butterscotch, candle wax, stone fruit and leesy, dusty aromas introduce this blend ...",$40
20139,Sierra Cantabria 2012 Organza White (Rioja),88,"Dusty and leesy on the nose, this blend of Viura, Malvasia and ...",$28
20140,Casado Morales 2009 Reserva White (Rioja),86,Waxy stone-fruit aromas come with a shot of butterscotch but also a ...,$38
20141,Muga 2013 Barrel Fermented White (Rioja),89,Crystal-clear aromas of green apples and minerals come with a slight dash ...,$16
20142,Vivanco 2013 Viura-Malvasía-Tempranillo Blanco White (Rioja),84,"Sweaty, pinched aromas are more alarming than inviting. The palate of this ...",$13
20143,Valserrano 2013 Blanco Fermentado En Barrica White (Rioja),88,"Melon, peach and vanilla aromas don't display much oak while coming across ...",$15
20144,Castillo Clavijo 2011 Fermentado en Barrica Viura-Malvasia-Garnacha Blanca White (Rioja),86,"This gold-tinted, oak-topped, barrel-fermented blend of Viura, Malvasia and Garnacha displays notes ...",N/A
20145,Bodegas Vínícola Real 2010 Cueva del Monge Blanco Fermentado en Barrica White (Rioja),85,This is a funky style of barrel-fermented Viura (with Malvasia) that's oaky ...,$33
20146,Fernández Gómez 2012 Selección Familia White (Rioja),86,Apple and mineral aromas are fresh yet simple in nature. This offers ...,$17
20147,Baron De Ley 2008 Tres Viñas Blanco Reserva Viura-Malvasia-Garnacha Blanca White (Rioja),89,This inaugural barrel-fermented white blend is gold in color and toasty on ...,N/A
20148,Dinastía Vivanco 2012 Vivanco Viura-Malvasia-Tempranillo Blanco White (Rioja),85,This three-grape white blend starts with oily aromas and weight before finding ...,$14
20149,Muga 2011 Barrel Fermented White (Rioja),86,This blend of 90% Viura and 10% Malvasia gives off scents of ...,$16
20150,Dinastía Vivanco 2011 Vivanco Viura-Malvasia-Tempranillo Blanco Viura (Rioja),83,"This blend of Viura, Malvasia and Tempranillo Blanco smells a bit sweaty ...",$13
20151,Finca Allende 2010 Allende White (Rioja),89,"Under control on the bouquet, this has pear and apple aromas. The ...",$25
20152,Bodegas Palacio 2009 Cosme Palacio 1894 Blanco White (Rioja),88,"This wine is quiet on the nose, with light touches of toasty ...",N/A
20153,Bodegas Franco-Españolas 2011 Diamante Semi Dulce White (Rioja),83,Aromas of white gum drop and funky yeast set up a slightly ...,$11
20154,Marqués de Cáceres 2010 Satinela Medium-Sweet White (Rioja),86,Seems as though this medium-sweet Viura-Malvasia blend has gotten better in recent ...,$9
20155,Finca Allende 2009 Allende White (Rioja),88,"Slightly sweet smelling, with butterscotch and salinic notes to the soft, somewhat ...",$26
20156,Muga 2010 Blanco White (Rioja),88,Shows stalky hay on the nose along with apple and lemon drop. ...,$16
20157,Finca Nueva 2009 Fermentado en Barrica Blanco White (Rioja),88,"Waxy white fruit aromas of peach and apple are a touch baked, ...",$15
20158,Sierra Cantabria 2009 Organza White (Rioja),87,"A bit resiny and hard at first, with apple and a lot ...",$30
20159,Remírez de Ganuza 2009 Erre Punto Barrel Fermented Blanco White (Rioja),87,"Apple, toast and a hint of mineral on the nose precede a ...",$30
20160,Bodegas Franco-Españolas 2010 Diamante Semi Sweet Malvasia-Viura White (Rioja),85,A different breed in that it's semisweet and kind of sticky. The ...,$11
20161,Casa de la Reina 2010 Semi Sweet Malvasia-Viura (Rioja),83,"Chunky and soft on the nose, with maderized papaya aromas. The palate ...",$10
20162,Baron De Ley 2009 Blanco White (Rioja),85,Nothing is exciting or disappointing about this center-lane Viura (with 10% Malvasia). ...,$10
20163,Marqués de Cáceres 2009 Satinela Medium Sweet White (Rioja),85,"For a sweet wine, it's clean, light and airy, with pear and ...",$9
20164,Dinastía Vivanco 2009 Vivanco Viura-Malvasía Viura (Rioja),83,"A passionfruit-dominated wine without much else besides a fresh, almost watery palate ...",$13
20165,Ochoa 2009 Viura-Chardonnay White (Navarra),86,"Lucid and basically colorless, with flowery, lychee-like aromas that suggest Malvasia or ...",$12
20166,Finca Allende 2007 Allende White (Rioja),89,"Yellowing to the eye, with waxy vanilla aromas along with toasty lemon ...",$36
20167,Papagiannakos NV Retsina of Mesogaia Savatiano (Retsina),90,"This restina balances traditional flavor with a modern refinement. On the nose, ...",$17
20168,Papagiannakos 2013 Vareli Skin Contact Savatiano (Markopoulo),90,"The Savatiano-whisperer Papagiannakos continues his mastery here, traditionally the variety used for ...",$25
20169,Kourtaki NV Retsina of Attica Savatiano (Attica),86,"Crushed thyme, pine resin and lemon start this traditional retsina from Attica. ...",$9
20170,My Big Fat Greek Wine 2010 Savatiano (Sterea Ellada),86,"This Greek variety is used for retsina, or, as in this case, ...",$10
20171,Achaia Clauss NV Demestica White White (Greece),82,This blend of Savatiano and Roditis is very popular in Greece and ...,$10
20172,My Big Fat Greek Wine 2009 Private Label White Savatiano (Attica),89,"This elegant, aromatic white combines pear and flowers with a crisp, citrusy ...",N/A
20173,Kourtaki NV Retsina of Attica Savatiano (Attica),84,This retsina offers a traditional style with its nose of citrus and ...,$8
20174,Achaia Clauss NV Demestica White White (Greece),82,"This popular, light-bodied white is a blend of native grapes, Roditis and ...",$10
20175,Papagiannakos 2005 Savatiano (Attica),86,"Savatiano is often used in retsina, a traditional Greek wine made with ...",$14
20176,Papagiannakos 2003 Savatiano (Attica),88,"Savatiano is one of the most cultivated white grape varieties of Greece, ...",$13
20177,Boutari 2003 Domaine Matsa Savatiano (Attica),86,A little bit of this and a little bit of that—this wine ...,$20
20178,Alexandros Megapanos 2002 Savatiano (Spata),85,"Light in body and flavor intensity, but boasts a helping of stone-dust ...",$8
20179,Kenzo Estate 2016 Murasaki Estate Bottled Proprietary Red (Napa Valley),94,"This powerful blend is dominated by Merlot and Cabernet Sauvignon, with smaller ...",$280
20180,Rockpile Winery 2016 Buck Pasture Red (Rockpile),92,"Combining 69% Cabernet Sauvignon, 23% Cabernet Franc and 8% Malbec, this is ...",$75
20181,Kenzo Estate 2016 Rindo Red (Napa Valley),92,"Blending 48% Cabernet Sauvignon, 32% Merlot and smaller percents of Malbec, Petit ...",$130
20182,Wilson Creek 2017 Family Meritage (Temecula Valley),91,"This blend of 47% Cabernet Franc, 30% Malbec, 18% Cabernet Sauvignon and ...",$65
20183,Rockpile Winery 2016 Rockpile Ridge Vineyard Cabernet Sauvignon (Rockpile),90,"Blended with smaller amounts of Malbec, Cabernet Franc, Merlot and Petit Verdot, ...",N/A
20184,Matthews 2016 Claret (Columbia Valley (WA)),90,"In this blend of 45% Cabernet Sauvignon, 32% Merlot, 17% Cabernet Franc, ...",$35
20185,Ancient Peaks 2016 Oyster Ridge Red (Santa Margarita Ranch),93,"Concentrated aromas of blackberry jam, game, charred wood and cocoa show on ...",$60
20186,Gundlach Bundschu 2015 Vintage Reserve Red (Sonoma Valley),90,"This robust, well-aged wine combines 76% Cabernet Sauvignon, 12% Cabernet Franc, 6% ...",$125
20187,Darioush 2015 Caravan Red (Napa Valley),90,"This is a bold, hearty Bordeaux blend of 65% Cabernet Sauvignon, 20% ...",$52
20188,Robert John 2016 Bold Red (Napa Valley),90,"Blending 65% Cabernet Sauvignon with smaller amounts of Malbec, Cabernet Franc and ...",$55
20189,Château de Monteberiot 2015  Côtes de Bourg,88,"This soft, fruity wine, now mature, shows ripe berry flavors and a ...",$19
20190,Schug 2014 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),88,"This is blended with 10% Cabernet Franc, 10% Malbec and 5% Petit ...",$60
20191,Finca la Celia 2017 Reserva Malbec-Cabernet Franc (Uco Valley),88,"Plum and berry aromas are generic but clean, with a hint of ...",$11
20192,Chappellet 2017 Mountain Cuvée Red (Napa Valley),88,"This is an earthy proprietor's blend of 55% Cabernet Sauvignon, 28% Merlot, ...",$36
20193,Sevtap 2016 Sunday Kind of Love Red (Happy Canyon of Santa Barbara),86,Very extracted aromas of elderberry syrup show on the nose of this ...,$42
20194,Director's Cut 2016 Cabernet Sauvignon (Alexander Valley),86,"Made from a majority of the variety with additions of Petit Verdot, ...",$32
20195,Kuleto Estate 2015 Estate Cabernet Sauvignon (Napa Valley),85,"Smoky in charred oak with thick walls of tannin, this is blended ...",$60
20196,AuburnJames 2015 Artist Series Red (Napa Valley),83,"Blending nearly half Cabernet Sauvignon with lesser amounts of Merlot, Malbec, Cabernet ...",N/A
20197,Joseph Phelps 2016 Insignia Estate Grown Red (Napa Valley),98,"This is a lengthy, powerful blend of 84% Cabernet Sauvignon, 10% Petit ...",$300
20198,Grounded Wine Co. 2016 Steady State Cabernet Sauvignon (Napa Valley),93,"This impressive red overdelivers on its price point, combining the main variety ...",$65
20199,Eight Bells 2015 David's Block Red Willow Vineyard Red (Yakima Valley),91,This wine comes from a field blend inspired by the late master ...,$38
20200,Trujillo 2015 Cabernet Sauvignon (Napa Valley),90,"This wine has a bright nose of cherry and currant, its tannins ...",$85
20201,Georges Vigouroux 2016 Château Tournelles Grand Vin Red (Buzet),90,"Blending Malbec and Cabernet Franc, this rich wine is dense with tannins, ...",$15
20202,Eight Bells 2015 Old Salt Red Willow Vineyard Red (Yakima Valley),89,"Sangiovese (68%) makes up the bulk of this wine, with the rest ...",$28
20203,Sevtap 2016 Make Me Sexy Red (Happy Canyon of Santa Barbara),88,Blackberry and candied rose aromas show on the tangy nose of this ...,$44
20204,Leonetti Cellar 2016 Reserve Red (Walla Walla Valley (WA)),94,"Cabernet Sauvignon makes up 73% of this wine, with the balance a ...",$150
20205,Happy Canyon Vineyard 2015 Barrack Brand Red (Happy Canyon of Santa Barbara),93,"Fresh cranberries, a hint of blackberry and crushed river stone make for ...",$49
20206,Domaine Eden 2016 Cabernet Sauvignon (Santa Cruz Mountains),92,"The more affordable little sister of Mount Eden, this wine, which is ...",$45
20207,Chateau Ste. Michelle 2016 Artist Series Red (Columbia Valley (WA)),91,"This is a principally Cabernet Sauvignon (57%) and Merlot (36%), finished off ...",$65
20208,Pirouette 2016 Red (Columbia Valley (WA)),91,"Cabernet Sauvignon comprises 68% of this wine, with the rest Merlot (15%), ...",$60
20209,McKinney 2015 Napoleon's Secret Red (Santa Ynez Valley),91,The emperor's apparent secret was that he allowed Syrah to be in ...,$75
20210,L'Ecole No. 41 2016 Perigee Seven Hills Vineyard Estate Grown Red (Walla Walla Valley (WA)),91,"This wine is 52% Cabernet Sauvignon, 21% Merlot, 11% Cabernet Franc, 9% ...",$55
20211,Aperture 2016 Right Bank Red (Alexander Valley),90,"This combines 52% Cabernet Sauvignon, 30% Merlot, 11% Malbec and 7% Cabernet ...",$55
20212,L'Ecole No. 41 2016 Apogee Pepper Bridge Vineyard Red (Walla Walla Valley (WA)),90,Cabernet Sauvignon (60%) and Merlot (25%) make up the heart of this ...,$54
20213,Stevens 2016 Stevens424 Red (Yakima Valley),89,"This wine is a blend of 35% Cabernet Sauvignon, 30% Cabernet Franc, ...",$36
20214,Division 2018 Béton Red (Oregon),89,"The blend is 60% Cabernet Franc, 15% Pinot Noir, 15% Gamay Noir ...",$24
20215,Thierry Delaunay 2018 Le Manoir Rosé (Touraine),86,"This soft wine with caramel flavors is an attractive, light blend of ...",$15
20216,Lamadrid 2017 Begani Reserva Red (Agrelo),86,Stripped aromas of red-apple skins and generic red fruits set the stage ...,$20
20217,Happy Canyon Vineyard 2015 Piocho Reserve Red (Happy Canyon of Santa Barbara),93,This is a very fresh and pleasantly fruity Bordeaux-style blend of 56% ...,$42
20218,Esk Valley 2017 Gimblett Gravels Merlot-Malbec-Cabernet Sauvignon-Cabernet Franc Red (Hawke's Bay),91,This is classic Gimblett Gravels—with Merlot leading the way—at a bargain price. ...,$18
20219,Edge 2016 Cabernet Sauvignon (Alexander Valley),91,This wine is blended with 10% Cabernet Franc and 3% Malbec. Spicy ...,$24
20220,Calcareous 2016 Lloyd of Calcareous Red (Paso Robles),89,Deep aromas of black currant and violet buds show on the nose ...,$62
20221,Saviah 2015 Big Sky Cuvée Red (Columbia Valley (WA)),88,"Merlot makes up half of this wine, with the rest Cabernet Sauvignon ...",$40
20222,Cana's Feast 2016 Two Rivers Red (Columbia Valley (WA)),88,"Merlot (35%), Cabernet Franc (29%), and Cabernet Sauvignon (26%) make up the ...",$18
20223,Kirkland Signature 2015 Meritage (Rutherford),87,"This blends 52% Merlot with 40% Cabernet Sauvignon, 3% each of Petit ...",$14
20224,Parrish Family 2016 Four Chords Red (Adelaida District),94,"Focused aromas of black currant, turned soil, toasty oak and dried herbs ...",$55
20225,BenMarco 2016 Expresivo Malbec-Cabernet Franc (Uco Valley),93,Blackberry and black currant aromas are not overtly oaky despite there being ...,$35
20226,Tamber Bey 2016 Rabicano Deux Chevaux Vineyard Red (Yountville),91,"This combines 69% Cabernet Sauvignon, 22% Merlot and 3% each of Malbec, ...",$70
20227,Priest Ranch 2014 Coach Gun Estate Grown Red (Napa Valley),90,"This is a hearty Bordeaux blend with nearly equal parts Cabernet Sauvignon, ...",$80
20228,Rodney Strong 2015 Symmetry Meritage (Alexander Valley),90,"This is a blend of 73% Cabernet Sauvignon with 10% Merlot, 8% ...",$55
20229,Township 7 2016 Reserve 7 Red (Okanagan Valley),90,"This Bordeaux-style blend is Merlot dominant, filled out by 14% Cabernet Sauvignon, ...",$36
20230,Trefethen 2016 Estate Grown Cabernet Sauvignon (Oak Knoll District),90,"From the producer's estate and combined with small amounts of Malbec, Merlot, ...",$60
20231,Tero Estates 2013 Windrow Windrow Vineyard Red (Walla Walla Valley (OR)),88,"Coming from a vineyard that's home to the valley's oldest commercial plantings, ...",$45
20232,Warr-King 2016 Descendant Red (Washington),87,"Cabernet Franc makes up just over two-thirds of this wine, with Malbec, ...",$36
20233,Vestini Campagnano 2015 Kaianero Red (Terre del Volturno),89,"This blend of Pallagrello Nero and Casavecchia has aromas of red berry, ...",$18
20234,Vestini Campagnano 2015 Pallagrello Nero (Terre del Volturno),88,"This 100% Pallagrello Nero opens with aromas of ripe black fruit, cooking ...",$49
20235,Alois 2011 Cunto-Murella Pallagrello Nero (Terre del Volturno),90,"This bold wine opens with intense aromas of mature black fruit, black ...",$50
20236,Nanni Copè 2012 Sabbie di Sopra il Bosco Red (Terre del Volturno),90,Made from native grape Pallagrello Nero along with 5% Aglianico and 5% ...,$75
20237,Selvanova 2011 Hero Pallagrello Nero (Terre del Volturno),88,"This opens with aromas of toast, plum and chocolate that are accented ...",$24
20238,Terre del Principe 2012 Castello delle Femmine Red (Terre del Volturno),88,"Here's a unique blend of two of Campania's little known grapes, Casavecchia ...",$40
20239,Terre del Principe 2011 Ambruco Pallagrello Nero (Terre del Volturno),87,"This dense wine opens with blackberry, plum, toast, earth and leather aromas. ...",$57
20240,Vestini Campagnano 2012 Concarosso Red (Galluccio),87,This robust blend of 85% Aglianico and 15% Pallagrello Nero has aromas ...,N/A
20241,Nanni Copè 2010 Sabbie di Sopra il Bosco Red (Terre del Volturno),87,"This Pallagrello Nero-based wine opens with funky aromas of game, earth and ...",$70
20242,Vestini Campagnano 2011 Pallagrello Nero (Terre del Volturno),86,"This wine opens with aromas of sawdust, oak, tire rubber, coffee and ...",$50
20243,Terre del Principe 2008 Vigna Piancastelli Red (Terre del Volturno),94,"Made from a blend of Pallagrello Nero and Casavecchia grapes, this shows ...",$70
20244,Terre del Principe 2007 Vigna Piancastelli Red (Terre del Volturno),93,This inky blend of Pallagrello Nero and Casavecchia (two of Italy's oldest ...,$80
20245,Edi Simcic 2014 Rebula (Goriska Brda),87,"Medium straw in color, this wine has aromas of caramelized pineapple and ...",$25
20246,Colliano 2012 Peneca Rebula Brut Ribolla Gialla (Primorska),88,This Slovenian sparkling wine is made from 100% Ribolla Gialla in the ...,$17
20247,Ferdinand 2013 Rebula Época Ribolla Gialla (Goriska Brda),89,This 100% Ribolla Gialla has aromas of green apple and apple cider. ...,$27
20248,Ferdinand 2014 Rebula Ribolla Gialla (Goriska Brda),89,"Aromas of honeysuckle, yellow canned peach and wet slate lead to flavors ...",$22
20249,Erzetič 2013 Rebula (Goriska Brda),88,"Known in Italy as Ribolla Gialla, Rebula is the name used for ...",$18
20250,Kabaj 2011 Rebula (Goriska Brda),89,Rebula is known in Slovenia as “The Queen Of Brda.” This orange ...,$25
20251,Valter Sirk 2010 Rebula Ribolla Gialla (Goriska Brda),90,Hints of smoke and nut add a savory tone to the concentrated ...,$30
20252,Villa Guelpa 2016 Nebbiolo (Sizzano),93,"A blend of Nebbiolo and Vespolina, this vibrant red opens with enticing ...",$55
20253,La Badina 2015 Vespolina (Coste della Sesia),92,"Made entirely with native red grape Vespolina, this fragrant red opens with ...",N/A
20254,Pietro Cassina 2011 Vespolina (Coste della Sesia),90,Aromas of ground pepper and ripe black-skinned berry follow over to the ...,$60
20255,La Prevostura 2015 Muntaco Red (Coste della Sesia),90,"A blend of Nebbiolo and Vespolina, this has inviting aromas of fragrant ...",N/A
20256,Ioppa 2013  Ghemme,90,"Made with 85% Nebbiolo and 15% Vespolina, this has aromas of ripe ...",$25
20257,Tenute Sella 2016 Orbello Red (Coste della Sesia),88,"A blend of Nebbiolo, Barbera, Croatina, Vespolina and a drop of Cabernet ...",$22
20258,Centovigne 2012 Il Centovigne Red (Coste della Sesia),92,"A fragrant blend of 80% Nebbiolo and 20% Vespolina and Croatina, this ...",$16
20259,Centovigne 2015 Rosso della Motta Red (Vino Rosso d'Italia),89,"Young, juicy and enjoyable, this round fruity red opens with aromas of ...",$16
20260,Le Piane 2009  Boca,95,"Combining finesse and structure, this impressive wine opens with fantastic scents of ...",$55
20261,Proprietà Sperino 2015 Rosa del Rosa Rosato (Piemonte),91,"Made with Nebbiolo and 15% Vespolina, this outstanding, structured rosato has delicate ...",N/A
20262,Le Pianelle 2015 Al Posto dei Fiori Rosato (Coste della Sesia),90,"A blend of 80% Nebbiolo, 10% Vespolina and 10% Croatina, this opens ...",$21
20263,Colombera & Garella 2012 Pizzaguerra  (Lessona),93,"A savory blend of 95% Nebbiolo and 5% Vespolina, this opens with ...",$35
20264,Vallana 2007  Boca,91,This fragrant blend of 70% Nebbiolo and 30% Vespolina opens with enticing ...,$30
20265,Tenute Sella 2011  Bramaterra,90,"Made with 70% Nebbiolo, 20% Croatina and 10% Vespolina, this has enticing ...",$32
20266,Gilberto Boniperti 2012 Barton  (Fara),90,"Made with 70% Nebbiolo and 30% Vespolina, this vibrant red offers enticing, ...",$30
20267,Le Pianelle 2012  Bramaterra,90,"A blend of Nebbiolo, Vespolina and Croatina, this opens with aromas of ...",$55
20268,Tiziano Mazzoni 2015 Il Ricetto Vespolina (Colline Novaresi),88,Spicy aromas of cedar and peppercorn mingle with scents of red berry ...,$25
20269,Le Pianelle 2013 Al Posto dei Fiori Rosato Red (Coste della Sesia),90,"A blend of Nebbiolo, Vespolina and Croatina, this boasts delicate floral and ...",$23
20270,Le Pianelle 2011  Bramaterra,93,"You'll find scents of red berry, chopped herb, clove and a balsamic ...",$55
20271,La Prevostura 2010  Lessona,93,"Made with 90% Nebbiolo and 10% Vespolina, this elegantly structured red offers ...",$40
20272,Tenute Sella 2008 Omaggio a Quintino Sella  (Lessona),94,The layers of aromas and flavors in this beautifully delineated blend of ...,N/A
20273,Colombera & Garella 2011  Bramaterra,92,"Here's a savory, focused red made with 80% Nebbiolo, 10% Croatina and ...",$30
20274,Vallana 2009  Boca,90,"Made with 65% Nebbiolo, 20% Vespolina and 15% Uva Rara, this polished ...",$30
20275,Tenute Sella 2007 San Sebastiano allo Zoppo  (Lessona),90,"A blend of 85% Nebbiolo and 15% Vespolina, this opens with earthy ...",N/A
20276,Tenute Sella 2010  Bramaterra,88,"A blend of 70% Nebbiolo 20%, Croatina and 10% Vespolina, this fragrant ...",N/A
20277,Proprietà Sperino 2011 Uvaggio Red (Coste della Sesia),90,"A blend of Nebbiolo, Vespolina and Croatina, this opens with a medley ...",$35
20278,Tiziano Mazzoni 2013 Il Ricetto Vespolina (Colline Novaresi),88,"This vibrant, easy-drinking red offers aromas of woodland berry, white pepper and ...",$25
20279,Torraccia del Piantavigna 2006  Ghemme,87,This Ghemma—a blend of 90% Nebbiolo and 10% Vespolina aged for two ...,$38
20280,Dessilani 2004  Ghemme,89,This is a genuine and straightforward red wine from Piedmont that would ...,$52
20281,Torraccia del Piantavigna 2004  Ghemme,89,"Tight, polished and bright, this expression of Nebbiolo (with 10% Vespolina) would ...",$32
20282,Dessilani 2005 Lochera  (Fara),88,This is a pleasant red wine from Piedmont in northern Italy made ...,$40
20283,Jim Barry 2016 The Barry Bros Red (Clare Valley),87,"This full-bodied blend of Shiraz, Cabernet Sauvignon and Malbec is inky in ...",$15
20284,Leeuwin Estate 2014 Art Series Shiraz (Margaret River),92,"A blend of 94% Shiraz, 5% Malbec and 1% Viognier, this is ...",$35
20285,Ernie Els 2014 Proprietor's Red (Stellenbosch),90,"This blend of 60% Cabernet Sauvignon, 20% Shiraz, 5% Merlot, 5% Cabernet ...",$38
20286,Killibinbin 2013 Secrets Red (Langhorne Creek),89,"The not-so-secret blend is 64% Cabernet Sauvignon, 24% Shiraz and 12% Malbec, ...",$15
20287,Bleasdale 2014 The Broad-side Red (Langhorne Creek),88,"Shiraz (60%), Cabernet Sauvignon (28%) and Malbec (12%) combine in this medium-bodied ...",$17
20288,Bleasdale 2014 Langhorne Crossing Red (Langhorne Creek),87,"This is a soft easy-drinking blend of Cabernet, Shiraz, Malbec and Petit ...",$12
20289,Jim Barry 2015 The Barry Bros Red (Clare Valley),87,"This is a bright, medium-bodied blend of 65% Shiraz, 31% Cabernet Sauvignon ...",$20
20290,Montefiore 2014 Petite Sirah-Shiraz-Malbec Red (Judean Hills),90,"With a nose of black cherry and tobacco leaf, this dark ruby-colored ...",$20
20291,The Drift 2014 Cape Winemakers Guild Kindred Shiraz-Malbec-Barbera Red (Overberg),91,"Winemaker: Bruce Jack. A blend of equal parts Shiraz, Malbec and Barbera, ...",N/A
20292,Equinox Estate 2012 5 Elemente Red (Moldova),89,"A blend of Cabernet Sauvignon, Carmenère, Rara Neagra, Shiraz and Malbec, this ...",$39
20293,Ernie Els 2011 Proprietor's Blend Red (Stellenbosch),90,"A blend of 55% Cabernet Sauvignon, 25% Shiraz and 5% each of ...",$39
20294,Val du Charron 2011 Erasmus Red (Western Cape),87,"There's a subtle high-toned red-fruit aroma to this blend of 31% Merlot, ...",$20
20295,Montefiore 2012 Malbec-Shiraz-Petite Sirah Red (Judean Hills),90,"The nose is slightly feral, bearing fragrances of brambly boysenberry and wild ...",N/A
20296,Wild Duck Creek Estate 2008 Yellow Hammer Hill Shiraz-Malbec (Heathcote),92,Although this probably won't be easy to locate (only 64 of the ...,$25
20297,Pauletts 2006 Polish Hill River Trillians Sparkling Red Sparkling (Clare Valley),85,"The blend includes Cabernet Sauvignon, Shiraz, Malbec and Merlot, but what takes ...",N/A
20298,Rustenberg 2009 R M Nicholson Red (Stellenbosch),88,A heady and intense red blend composed mostly of Cabernet Sauvignon and ...,$20
20299,Neil Ellis 2009 The Left Bank Red (Western Cape),87,"A blend of 47% Cabernet Sauvignon, 35% Shiraz, 14% Merlot, 3% Cabernet ...",$15
20300,Doña Paula 2008 Estate Shiraz-Malbec (Mendoza),90,"Dark, mossy and rich on the nose, with dried cheese, leather, baked ...",$16
20301,Callia 2006 Grand Callia Red (San Juan),88,Until now all we've tried are Callia's basic $9 varietals. So this ...,$43
